,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
231,https://dadosabertos.camara.leg.br/api/v2/deputados/178959,Hiran Gonçalves,9,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RR,56,https://www.camara.leg.br/internet/deputado/bandep/178959.jpg,
232,https://dadosabertos.camara.leg.br/api/v2/deputados/141450,Hugo Leal,13,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg,
233,https://dadosabertos.camara.leg.br/api/v2/deputados/160674,Hugo Motta,20,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PB,56,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg,
234,https://dadosabertos.camara.leg.br/api/v2/deputados/204533,Idilvan Alencar,6,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,56,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg,
235,https://dadosabertos.camara.leg.br/api/v2/deputados/204564,Igor Kannário,22,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,56,https://www.camara.leg.br/internet/deputado/bandep/204564.jpg,
236,https://dadosabertos.camara.leg.br/api/v2/deputados/204508,Igor Timo,8,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,MG,56,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg,
237,https://dadosabertos.camara.leg.br/api/v2/deputados/67138,Iracema Portella,9,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,56,https://www.camara.leg.br/internet/deputado/bandep/67138.jpg,
238,https://dadosabertos.camara.leg.br/api/v2/deputados/204436,Isnaldo Bulhões Jr.,2,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AL,56,https://www.camara.leg.br/internet/deputado/bandep/204436.jpg,
239,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,Ivan Valente,15,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,56,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg,
240,https://dadosabertos.camara.leg.br/api/v2/deputados/74848,Jandira Feghali,5,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,RJ,56,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg,
241,https://dadosabertos.camara.leg.br/api/v2/deputados/108338,Jaqueline Cassol,9,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RO,56,https://www.camara.leg.br/internet/deputado/bandep/108338.jpg,
242,https://dadosabertos.camara.leg.br/api/v2/deputados/74273,Jefferson Campos,7,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,56,https://www.camara.leg.br/internet/deputado/bandep/74273.jpg,
243,https://dadosabertos.camara.leg.br/api/v2/deputados/160570,Jerônimo Goergen,9,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,56,https://www.camara.leg.br/internet/deputado/bandep/160570.jpg,
